Date,Open,High,Low,Close,Volume
2020-01-10,170.33363017080524,170.33363017080524,169.2078324227522,169.4142303466797,1118300
2020-01-13,169.8269877989327,170.6807088563869,169.5830552265528,170.6431884765625,1590600
2020-01-14,170.4837350901846,171.06539414040347,170.15537086263197,170.50250244140625,839300
2020-01-15,170.38047919421675,171.3186460276599,170.35233533443665,170.81204223632812,558400
2020-01-16,171.60950603663804,172.26622007401764,171.54384179054628,172.24746704101562,941500
2020-01-17,172.66963390303712,173.13871738861164,172.32250238931348,172.72592163085938,620300
2020-01-21,172.22867404627,172.88538798585878,171.91907726433024,172.3787841796875,1032600
2020-01-22,172.94170159433486,173.36387388188666,172.38818649920486,172.46324157714844,2575500
2020-01-23,172.17238180283815,172.763417175299,171.45936584547795,172.67898559570312,847600
2020-01-24,173.1293264678841,173.1293264678841,170.39927146286936,171.093505859375,906900
2020-01-27,168.26024643502708,169.2547011010981,167.8849710698078,168.4853973388672,1220700
2020-01-28,169.2641043798607,170.6619784951532,169.00141874031888,170.22103881835938,699000
2020-01-29,170.9528251895545,171.06540067059242,169.9771233029085,170.080322265625,581100
2020-01-30,168.9451529203891,170.7276648935426,168.5323570574789,170.605712890625,1167700
2020-01-31,170.30543319000768,170.34296788190454,167.07813682082383,167.59413146972656,1368900
2020-02-03,168.27900264049313,169.92079481665093,168.27900264049313,168.97325134277344,807000
2020-02-04,171.04658364890466,172.11609326456875,170.8870826900401,171.6376190185547,1273000
2020-02-05,173.25130655810838,173.42018407023465,172.28499564655908,173.2982177734375,507000
2020-02-06,173.95491972279038,174.18946146780254,173.28882918351937,173.8048095703125,714200
2020-02-07,173.23254092228808,173.61719285038112,172.61336154581588,172.94171142578125,466800
2020-02-10,172.4820288667922,174.23639678126423,172.4820288667922,174.22702026367188,501200
2020-02-11,174.94940358449026,175.47477489041785,174.32083332094874,174.5741424560547,479700
2020-02-12,175.49352372236643,175.8406409453043,175.22146158025433,175.71868896484375,821500
2020-02-13,174.8743480213184,176.15025589595012,174.84620415252684,175.59674072265625,660200
2020-02-14,175.85939982248843,176.00950997690856,175.24959700368345,175.90631103515625,1233700
2020-02-18,175.41844855845773,175.7468127100655,174.76173457053343,175.5873260498047,832900
2020-02-19,176.1221048008571,176.81635360491828,176.00015281286204,176.43170166015625,394600
2020-02-20,176.07520091119505,176.64748343578543,174.08629116717995,175.81251525878906,810400
2020-02-21,175.04322476356995,175.45602059105275,173.51400776138436,173.9268035888672,1236200
2020-02-24,168.5041931575893,169.89267645527977,167.57540257643956,168.21336364746094,1865900
2020-02-25,169.05770759691546,169.30164020331833,162.60312771996885,163.0628204345703,2295000
2020-02-26,163.7007830200489,165.7835151347476,161.908880416947,162.27476501464844,2797000
2020-02-27,159.02866264430415,161.29902477562683,155.05084423566527,155.1071319580078,3366700
2020-02-28,150.2943677557765,154.23466674414783,148.75577427211553,154.07518005371094,4418000
2020-03-02,155.41673463596615,160.84871477723397,153.35277028520903,160.78305053710938,3257500
2020-03-03,161.26150836286203,163.30671965508446,154.9476491147834,156.4393310546875,1788700
2020-03-04,159.5447002458177,162.90334029765177,157.94981898379336,162.81890869140625,1655900
2020-03-05,158.76596533393806,160.45466845590983,156.10157502776565,157.4431610107422,1353000
2020-03-06,152.51783193289364,155.28542200784054,150.9886149828643,154.6474609375,3101500
2020-03-09,144.96559419935983,147.52678654897036,142.01974987681254,142.5638885498047,1732600
2020-03-10,147.7988734415168,149.64706420898438,141.8790399368586,149.64706420898438,3062400
2020-03-11,145.6504246127557,146.2508509113335,140.36853989936745,142.04786682128906,2361500
2020-03-12,132.122050694761,137.89177159797129,125.46105975429968,128.52886962890625,3227300
2020-03-13,135.72462878511564,140.38732028493692,128.90415015350828,139.94638061523438,2522400
2020-03-16,126.27730133138688,132.45042844479465,121.96172681043825,123.2845458984375,2784300
2020-03-17,125.86449899503314,131.45596678000274,121.6427471314588,131.13699340820312,2019400
2020-03-18,122.87174568305143,126.34296107447815,117.03634520190909,123.99754333496094,1937600
2020-03-19,122.27129865488295,126.87770175264838,118.74378896653053,124.04443359375,2415800
2020-03-20,125.29217510536449,126.65251405998806,117.96508775810327,118.36849975585938,2018200
2020-03-23,118.03079312248737,118.47173277692373,112.7676754505468,115.38516235351562,2284400
2020-03-24,121.79282453123794,126.38983626416922,121.26743908250344,126.32415771484375,2786700
