Date,Open,High,Low,Close,Volume
2020-01-10,156.21101318004847,156.34311493842011,154.93716348302675,155.58824157714844,15353000
2020-01-13,155.63542125240136,156.67335950848704,154.8145042247136,156.59788513183594,17271100
2020-01-14,155.82413869906676,158.13592667100684,155.67316114711667,157.17347717285156,18323000
2020-01-15,156.77713573172122,158.47559696030703,156.76770503528817,157.92831420898438,15437200
2020-01-16,159.07948622065086,160.2872776234427,158.9285086957996,159.96646118164062,19976200
2020-01-17,160.67418904304046,160.93839257322063,159.15501154549816,159.53245544433594,18306400
2020-01-21,158.86250391830245,159.45696906917868,157.83399627473312,158.21142578125,17935100
2020-01-22,158.70210066768783,159.1078366801002,157.74906737692842,158.10763549804688,14916300
2020-01-23,157.67356752148928,158.4944845103747,156.11663861393487,158.00381469726562,15954300
2020-01-24,158.5321931756245,158.5321931756245,154.96543217166092,156.05999755859375,20491400
2020-01-27,153.66334502179456,155.21082910286293,153.25759460647075,154.28610229492188,18539000
2020-01-28,155.22027391225478,156.06949761518283,154.26725492136757,155.56939697265625,16690400
2020-01-29,155.78638367082837,156.2204260854675,154.65406655887725,154.682373046875,14944400
2020-01-30,153.65386558826253,154.8805328608695,152.79519705763667,154.682373046875,21889700
2020-01-31,154.1068162642947,154.6729604886516,151.00240333505863,151.4741973876953,30439000
2020-02-03,152.48382350955922,153.73878285421128,152.3800282557147,153.1632080078125,17373200
2020-02-04,155.0409644841666,155.98455262115064,154.89943202282393,155.4750213623047,15994200
2020-02-05,157.08853952619398,158.07930988979146,156.34311127812265,157.87171936035156,17807000
2020-02-06,158.41897328532403,158.66430095810088,157.35271434200786,157.51312255859375,14768900
2020-02-07,156.90929071206472,156.97534880353936,155.12590941644046,155.57884216308594,18029600
2020-02-10,155.27684430522467,156.53181811605504,155.18249414079287,156.45632934570312,11428800
2020-02-11,157.3809897705779,158.48500007523577,156.8903345218478,157.54141235351562,15005600
2020-02-12,158.541697946726,158.79645640146984,157.84343747539614,158.62661743164062,12123000
2020-02-13,157.786804652409,159.41920804864165,157.68300938455536,159.04177856445312,12649300
2020-02-14,159.1832943076368,159.25878307615076,157.90001403892063,158.4284210205078,16006200
2020-02-18,158.0509774177381,158.57938435199057,157.04133142706996,158.08871459960938,13412100
2020-02-19,158.6832320329084,159.5985137743187,158.07933613736063,158.90025329589844,11084600
2020-02-20,158.4284710771908,159.5702192644439,157.19237269799243,159.28713989257812,20383800
2020-02-21,158.66434001316094,159.1172726870194,156.9470170849879,157.673583984375,18729900
2020-02-24,152.7291930398284,157.63584900621797,152.01207116100682,152.92735290527344,28239500
2020-02-25,153.35192090476835,153.57837280282573,147.16198612569693,147.4922332763672,45047000
2020-02-26,148.19051534973664,149.54928452993553,145.52015927437583,145.78436279296875,39465000
2020-02-27,142.81203902307774,146.2655599058024,140.4247627110427,140.65121459960938,50530300
2020-02-28,136.6787348062637,140.7172905085575,135.79175973555232,138.0752410888672,72036400
2020-03-02,139.62272420365528,142.698816047802,137.18826531921573,142.51010131835938,33569300
2020-03-03,142.5666861008758,145.5012449170529,138.0563372885919,139.60382080078125,42941300
2020-03-04,141.80241998551242,143.85000445596802,140.14171009558842,143.5763702392578,36195800
2020-03-05,140.4436583097982,143.87831863703389,137.28264661190985,139.00941467285156,32729400
2020-03-06,134.65948311186102,137.7450062682392,133.0365101987139,136.25413513183594,39688300
2020-03-09,126.56346487604492,128.48837808873296,122.91176947263558,123.00613403320312,56320000
2020-03-10,127.11076791991037,127.19568739915556,120.79816079845526,126.84654998779297,54432700
2020-03-11,123.53456253943381,124.80841233897442,117.16534233775668,118.77887725830078,51354800
2020-03-12,110.18277521777775,113.1362104695373,105.30442664792662,105.65355682373047,70114300
2020-03-13,111.63590312477888,113.19282489216823,103.37007675068564,112.73046875,57915100
2020-03-16,102.49253745827596,105.02135374184085,95.7081370171324,97.77459716796875,59095700
2020-03-17,99.03900631938028,104.26648526820064,94.93439951559165,102.25664520263672,59344800
2020-03-18,97.23676636868034,100.75634630438131,90.820363763452,94.33051300048828,62296700
2020-03-19,94.03797838935911,100.77519576474914,90.29193308251803,98.01048278808594,62654700
2020-03-20,100.13356933428415,102.62464128192735,94.7834194658406,95.6798324584961,76203700
2020-03-23,96.15163400419497,96.41583753457213,90.49954299674972,94.26445770263672,63534700
2020-03-24,99.42588074970871,103.162488764123,94.2927591788741,102.88884735107422,73386700
2020-03-25,103.70345866208194,107.98496460521544,100.42601390304021,104.1676025390625,56043700
2020-03-26,105.65476460875293,111.39501573236313,105.33270042698229,110.64669799804688,51657600
2020-03-27,106.32731536810608,109.89839440600385,105.02013137548879,106.62095642089844,39931500
2020-03-30,107.26507912534734,109.17850125716095,104.95382655105166,108.97010803222656,41552100
2020-03-31,108.55332025745963,110.04048153098141,106.05261604245285,108.42070770263672,52948000
2020-04-01,102.96461334343556,104.55597108672642,99.96187511962246,101.03225708007812,54224200
2020-04-02,100.14186681857687,104.56546054992027,99.05254314929968,101.98897552490234,43774200
2020-04-03,100.96594939120163,102.30155651458172,97.18647724348423,99.09989929199219,42189200
2020-04-06,103.33404481137238,107.35980065692276,103.26773853357818,106.68726348876953,48708100
2020-04-07,110.71300027861614,112.38013855358004,106.45991038792515,106.96194458007812,57546100
2020-04-08,108.81855299569973,112.94850571873314,107.31245006312352,111.84024047851562,52822300
2020-04-09,115.48709449533457,118.03516348162901,114.92822832203085,117.19212341308594,69528600
2020-04-13,116.36802569098712,116.99320537403506,112.83483689130657,114.01888275146484,40198200
2020-04-14,117.36261554771517,118.29090336364024,114.89980184646444,116.33012390136719,35089700
2020-04-15,111.64130453878742,112.82535027059465,110.50462352698914,111.58447265625,34809900
2020-04-16,111.85916441812034,112.17175422439492,108.51542044238751,110.7414321899414,49501300
2020-04-17,115.46815109151355,116.24488486896847,113.72523186719867,115.61970520019531,46250200
2020-04-20,113.28001654388659,116.41537446626879,112.75904077290035,114.25567626953125,36700500
2020-04-21,111.22454107437368,112.94851172646878,110.3341434146167,111.52765655517578,31608900
2020-04-22,113.97150275096834,114.60614951251067,112.50328319041739,112.8821792602539,24333800
2020-04-23,113.77258762894563,116.41537858751396,113.36527560536324,113.99044799804688,38571200
2020-04-24,115.11766767140001,116.81322212375701,113.75364459758386,115.95124053955078,27147500
2020-04-27,117.40996088492777,121.6630579587876,117.32471306910138,120.54531860351562,39021300
2020-04-28,124.20167003370815,124.52374149276137,120.56428461691429,122.2977294921875,47292700
2020-04-29,126.44664078356361,129.6293568875901,124.92158901593245,128.3126983642578,50390500
2020-04-30,124.94050523281733,125.92563941827424,123.27337397378452,123.43440246582031,43727500
2020-05-01,120.44114873219021,120.73478979875054,116.7848144652726,118.53720092773438,43352000
2020-05-04,117.07844452564296,119.25709163752313,115.79967653686195,119.04869842529297,28498200
2020-05-05,121.31261090099372,123.06499012081026,119.44654622202171,119.967529296875,31209400
2020-05-06,120.76320706716365,121.43574426923725,118.40458966456153,119.08660125732422,29836800
2020-05-07,120.66847085017778,121.71990406264054,119.87279556876909,120.71583557128906,27493000
2020-05-08,123.29233335431094,125.74567295859227,122.37351259146371,125.37625122070312,32122900
2020-05-11,123.52911649121192,125.93509086218543,122.50609932801373,124.75104522705078,33983200
2020-05-12,125.28149709096076,125.30991303030225,120.14747688048328,120.27062225341797,44275300
2020-05-13,119.02028429808055,119.42759633905766,114.05676636816844,116.24488067626953,58719300
2020-05-14,113.63997496092529,116.76585137463508,110.99718400522451,116.62377166748047,55904300
2020-05-15,115.57234571150943,118.90661554031898,115.0513626631757,118.48036193847656,40236600
2020-05-18,124.51424721529743,126.35188851766011,123.92696515302276,125.6793441772461,46981100
2020-05-19,125.24362827705056,126.40872528400885,123.19759368896484,123.19759368896484,30270000
2020-05-20,125.72669313114082,127.85797519737216,125.39516903749153,126.9296875,35901300
2020-05-21,126.97708905037722,127.93379296321027,125.58464987353278,127.15706634521484,32716500
2020-05-22,127.56438048651738,127.92433510237039,126.0014455190162,127.77277374267578,24035200
2020-05-26,132.6983974038503,132.9731041648651,127.86749848486392,131.45751953125,36971000
2020-05-27,134.10029557938086,135.92845532295976,130.0840070968258,135.5400848388672,42682000
2020-05-28,137.10302949101523,137.10302949101523,130.32081202531035,132.32894897460938,42105000
2020-05-29,131.00283366537587,131.93112155008066,129.21255694660303,131.5711669921875,41536400
2020-06-01,131.9121729298478,134.19501676424227,131.29647487830016,132.83099365234375,25567500
2020-06-02,133.62667086398957,134.36551423780375,132.19633438226785,133.92977905273438,24666200
2020-06-03,136.08945404104674,138.36283010979702,135.55900396110923,137.1598358154297,36111700
2020-06-04,136.2505100449432,137.91765572316731,135.62533041560914,136.9609375,28904700
2020-06-05,142.9000945023081,144.28306610870823,141.65921703867645,142.25596618652344,53513400
2020-06-08,144.31147495102297,145.29659447218015,143.62946356957542,145.01242065429688,33834300
2020-06-09,142.9001349338921,143.76212383472497,141.19510591402639,142.331787109375,39646000
2020-06-10,142.17070830387115,142.33173675799213,138.2017854614146,138.46701049804688,51774500
2020-06-11,132.75517246882634,133.5887451058503,127.65905058854104,127.90532684326172,72041500
2020-06-12,132.92573161426674,133.57932726838763,127.07180112637487,130.97442626953125,63864900
2020-06-15,126.67463460778478,135.01949615798605,126.67463460778478,134.00253295898438,57354800
2020-06-16,139.42001617464564,139.42001617464564,134.04052344176463,137.22450256347656,48957000
2020-06-17,137.42408332711506,137.80426793793313,134.3161557105775,134.7438507080078,34811400
